,Annualized Return,Volatility,Sharpe Ratio,Max Drawdown
Winners (Q5),0.15670937257669787,0.1489393442321418,1.0521690785239757,-0.03283929227971901
Losers (Q1),0.20488719566328473,0.2988155789110188,0.6856643700102931,-0.23157612826485938
SPY,0.14427378094453477,0.1741343481748235,0.8285199471369659,-0.18175374791126178
