year,winner_return,loser_return
2016,0.008509306336357103,0.32090755382446695
2017,0.27879113616538975,0.25632557768366676
2018,0.03389283671576354,-0.09296920400977553
2019,0.26020596932323276,0.3713855834028676
2020,0.31688302233690846,-0.2315761282648594
2021,0.3129331463215711,0.5459791962171942
2022,0.07529885569407933,-0.0687001849336966
2023,-0.032839292279719025,0.537745171386414
